relative_path,size_human,num_cells,num_code_cells,num_markdown_cells,has_outputs,num_output_cells,imports,defined_functions,defined_classes,referenced_paths,markdown_headings,status,error,repo_action_hint
C\03-5-and-04b-faced-models-kaggle-v2_Incomplete.ipynb,171.89 KB,47,24,23,True,17,"

import subprocess | 
import os | import numpy | import pandas | import matplotlib | import matplotlib.pyplot | from pathlib import Path | from datetime import datetime | 
import torch | import torch.nn | import torch.nn.functional | from torch.utils.data import DataLoader, TensorDataset, WeightedRandomSampler | from torch.cuda.amp import autocast, GradScaler | from sklearn.metrics import accuracy_score, f1_score | from sklearn.preprocessing import LabelEncoder | 

from sklearn.discriminant_analysis import LinearDiscriminantAnalysis | from sklearn.svm import SVC | from sklearn.ensemble import (RandomForestClassifier, ExtraTreesClassifier, | from sklearn.neighbors import KNeighborsClassifier | from sklearn.linear_model import LogisticRegression | from sklearn.naive_bayes import GaussianNB | from sklearn.neural_network import MLPClassifier | import xgboost | 
from contextlib import contextmanager","ckpt_key, save_ckpt, load_ckpt, ckpt_exists, model_done_count, prep_done, mark_prep_done, save_prep, session_status, _load, get_faced_fold, prep_zscore_subject, prep_minmax_subject, prep_robust_subject, prep_zscore_clip_subject, prep_bandwise_zscore_subject, aug_gaussian_noise, aug_band_masking, aug_channel_masking, aug_region_masking, aug_subject_mixup, aug_magnitude_warp, aug_combined_seed, aug_combined_faced, run_classical_fold, maybe_autocast, __init__, __len__, __getitem__, make_loader, evaluate, proto_calibrate, proto_predict, save_best, forward, encode, backward, project, nt_xent_loss, predict, update_target, byol_loss, train_dl_loso, train_dance_teacher_fold, train_dance_student_fold","EEGDataset, ShallowMLP, DeepMLP, LSTMModel, GRUModel, Conv1DModel, VanillaTransformer, EEGConformer, ChanDropTransformer, GradientReversalFn, DANN, CLISA, SimCLR, _BYOLEnc, BYOL, PseudoLabelModel, MixMatchModel, DANCEEncoder, DANCETeacher, DANCEStudent",torch.backends.cuda.mat | _readme.json | seed_iv_X_62ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | seed_iv_session.npy | faced_X_32ch.npy | faced_y_4cls.npy | faced_subjects.npy | seed_iv_prep_s1_zscore_subject.npy | faced_prep_f1_zscore_subject.npy | faced_prep_f1_zscore_subject_6ch.npy | _best.pt | faced_models_all_folds.csv | faced_models_master_summary.csv | faced_models_f1b_comparison.png,# 03_5 + 04b — FACED Preprocessing & Full Model Suite (Kaggle) v2 | ## Cell 1 — Test/Full mode config (edit here only) | ## Cell 2 — Imports & GPU check | ## Cell 3 — Path configuration | ## Cell 4 — Checkpoint helpers (plan §7.1) | ## Cell 5 — Load & verify base features | ## Cell 6 — LOSO configuration | ## Cell 7 — Preprocessing functions (plan §3.5) | ## Cell 8 — Augmentation functions (plan §3.6) | ## Cell 9 — Generate & save all prep/aug variants | ## Cell 10 — M01–M10: Classical ML on FACED (E02) | ## Cell 11 — DL training utilities | ## Cell 12 — DL baseline architectures (M11–M18) | ## Cell 13 — M19: DANN / M20: CLISA / M21: SimCLR / M22: BYOL | ## Cell 14 — M25: DANCE Teacher / M26: DANCE Student | ## Cell 15 — Generic LOSO training loop (M11–M24) | ## Cell 16 — Run M11–M24 DL baselines on FACED | ## Cell 17 — M19: DANN (separate — n_subj varies per fold) | ## Cell 18 — M25: DANCE Teacher LOSO on FACED | ## Cell 19 — M26: DANCE Student LOSO on FACED | ## Cell 20 — Aggregate all results & save CSVs | ## Cell 21 — Summary plot | ## Cell 22 — Session end: zip outputs for download,ok,,REVIEW_NOTEBOOK
C\01_classical_ml.ipynb,166.33 KB,26,25,1,True,24,"import importlib | 

import os | import numpy | import pandas | import matplotlib | import matplotlib.pyplot | import matplotlib.gridspec | import seaborn | from tqdm import tqdm | from sklearn.discriminant_analysis import LinearDiscriminantAnalysis | from sklearn.svm import SVC | from sklearn.ensemble import (RandomForestClassifier, ExtraTreesClassifier, | from sklearn.neighbors import KNeighborsClassifier | from sklearn.linear_model import LogisticRegression | from sklearn.naive_bayes import GaussianNB | from sklearn.neural_network import MLPClassifier | from sklearn.preprocessing import LabelEncoder | from sklearn.metrics import (f1_score, accuracy_score, confusion_matrix, | import joblib | import xgboost |         from sklearn.model_selection import GridSearchCV | 
from sklearn.ensemble import HistGradientBoostingClassifier","ensure, checkpoint_key, load_checkpoint, save_checkpoint, cvt, recovery_report, loso_split, compute_metrics, run_loso, summarise, run_model, build_lda, build_svm, build_rf, build_knn, build_lr, build_nb, build_et, build_gb, build_xgb, build_mlp, load_avg_cm, per_subject_f1",,seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | classical_ml_summary.csv | 01_classical_ml_f1_comparison.png | 01_classical_ml_confusion_matrices.png | 01_classical_ml_subject_heatmap.png | 01_classical_ml_per_class_f1.png | 01_classical_ml_channel_efficiency.png | 01_classical_ml_phase_b_delta.png | 01_classical_ml.ipynb | 02_deep_models.ipynb,# 01 — Classical ML Baselines | ### CSE400C Phase C | EEG-Based Emotion Recognition | SEED-IV + 6-Channel,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
C\03-5-and-04b-faced-models-kaggle-v2.ipynb,161.14 KB,47,24,23,True,17,"

import subprocess | 
import os | import numpy | import pandas | import matplotlib | import matplotlib.pyplot | from pathlib import Path | from datetime import datetime | 
import torch | import torch.nn | import torch.nn.functional | from torch.utils.data import DataLoader, TensorDataset, WeightedRandomSampler | from torch.cuda.amp import autocast, GradScaler | from sklearn.metrics import accuracy_score, f1_score | from sklearn.preprocessing import LabelEncoder | 

from sklearn.discriminant_analysis import LinearDiscriminantAnalysis | from sklearn.svm import SVC | from sklearn.ensemble import (RandomForestClassifier, ExtraTreesClassifier, | from sklearn.neighbors import KNeighborsClassifier | from sklearn.linear_model import LogisticRegression | from sklearn.naive_bayes import GaussianNB | from sklearn.neural_network import MLPClassifier | import xgboost | 
from contextlib import contextmanager","ckpt_key, save_ckpt, load_ckpt, ckpt_exists, model_done_count, prep_done, mark_prep_done, save_prep, session_status, _load, get_faced_fold, prep_zscore_subject, prep_minmax_subject, prep_robust_subject, prep_zscore_clip_subject, prep_bandwise_zscore_subject, aug_gaussian_noise, aug_band_masking, aug_channel_masking, aug_region_masking, aug_subject_mixup, aug_magnitude_warp, aug_combined_seed, aug_combined_faced, run_classical_fold, maybe_autocast, __init__, __len__, __getitem__, make_loader, evaluate, proto_calibrate, proto_predict, save_best, forward, encode, backward, project, nt_xent_loss, predict, update_target, byol_loss, train_dl_loso, train_dance_teacher_fold, train_dance_student_fold","EEGDataset, ShallowMLP, DeepMLP, LSTMModel, GRUModel, Conv1DModel, VanillaTransformer, EEGConformer, ChanDropTransformer, GradientReversalFn, DANN, CLISA, SimCLR, _BYOLEnc, BYOL, PseudoLabelModel, MixMatchModel, DANCEEncoder, DANCETeacher, DANCEStudent",torch.backends.cuda.mat | _readme.json | seed_iv_X_62ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | seed_iv_session.npy | faced_X_32ch.npy | faced_y_4cls.npy | faced_subjects.npy | seed_iv_prep_s1_zscore_subject.npy | faced_prep_f1_zscore_subject.npy | faced_prep_f1_zscore_subject_6ch.npy | _best.pt | faced_models_all_folds.csv | faced_models_master_summary.csv | faced_models_f1b_comparison.png,# 03_5 + 04b — FACED Preprocessing & Full Model Suite (Kaggle) v2 | ## Cell 1 — Test/Full mode config (edit here only) | ## Cell 2 — Imports & GPU check | ## Cell 3 — Path configuration | ## Cell 4 — Checkpoint helpers (plan §7.1) | ## Cell 5 — Load & verify base features | ## Cell 6 — LOSO configuration | ## Cell 7 — Preprocessing functions (plan §3.5) | ## Cell 8 — Augmentation functions (plan §3.6) | ## Cell 9 — Generate & save all prep/aug variants | ## Cell 10 — M01–M10: Classical ML on FACED (E02) | ## Cell 11 — DL training utilities | ## Cell 12 — DL baseline architectures (M11–M18) | ## Cell 13 — M19: DANN / M20: CLISA / M21: SimCLR / M22: BYOL | ## Cell 14 — M25: DANCE Teacher / M26: DANCE Student | ## Cell 15 — Generic LOSO training loop (M11–M24) | ## Cell 16 — Run M11–M24 DL baselines on FACED | ## Cell 17 — M19: DANN (separate — n_subj varies per fold) | ## Cell 18 — M25: DANCE Teacher LOSO on FACED | ## Cell 19 — M26: DANCE Student LOSO on FACED | ## Cell 20 — Aggregate all results & save CSVs | ## Cell 21 — Summary plot | ## Cell 22 — Session end: zip outputs for download,ok,,REVIEW_NOTEBOOK
Journal\10-wearkd-seediv-calibrated-clip-loso-test.ipynb,145.04 KB,64,42,22,True,39,"
import os | from pathlib import Path | from copy import deepcopy | import numpy | import pandas | import scipy.io | from scipy.stats import wilcoxon, ttest_rel | import matplotlib | import matplotlib.pyplot | import matplotlib.patches | from matplotlib.colors import ListedColormap | import seaborn |     from sklearn.decomposition import PCA |     from sklearn.manifold import TSNE |     from sklearn.preprocessing import LabelEncoder |     from sklearn.ensemble import RandomForestClassifier, ExtraTreesClassifier |     from sklearn.feature_selection import f_classif, mutual_info_classif |     from sklearn.metrics import (accuracy_score, balanced_accuracy_score, |     from sklearn.utils.class_weight import compute_class_weight | 
import torch | import torch.nn | import torch.nn.functional | from torch.utils.data import Dataset, DataLoader, WeightedRandomSampler | from torch.cuda.amp import GradScaler, autocast | 

import subprocess","set_seed, elapsed_hours, should_stop_for_time_limit, save_json, load_json, copy_previous_run_if_available, save_figure, load_seediv_de_features, validate_dataset, resolve_channel_indices, fit_normalizer, apply_normalizer, compute_class_weights_from_labels, make_weighted_sampler, make_loso_folds, make_source_validation_split, make_clip_disjoint_calibration_split, __init__, __len__, __getitem__, make_loader, forward, save_checkpoint, load_checkpoint, save_epoch_log, _forward_and_loss_teacher, _forward_and_loss_direct_student, _forward_and_loss_distilled_student, train_one_epoch, validate_model, train_model, predict_window_level, aggregate_clip_level, evaluate_window_metrics, evaluate_clip_metrics, load_completed_folds, mark_fold_complete, is_fold_complete, build_prototypes, compute_prototype_scores, run_calibrated_eval, compute_fold_stats, fold_bacc_series, df_to_markdown, df_to_latex, save_table, plot_loss_curves, run_antileakage_audit, get_summary","EEGWindowDataset, BandEmbedding, ChannelTransformerEncoder, ProjectionHead, EEGTeacherTransformer, WearableStudentTransformer, SupConLoss, LogitKDLoss, EmbedKDLoss, RKDLoss, TeacherLoss, DirectStudentLoss, DistilledStudentLoss",config.json | dataset_manifest.csv | /dataset_manifest.csv | 01_dataset_summary.csv | 02_class_distribution.csv | 03_per_subject_distribution.csv | 04_per_session_distribution.csv | 05_per_clip_metadata.csv | 06_channel_mapping.csv | 07_feature_ranking.csv | 08_wearable_feature_ranking.csv | 09_fold_manifest.csv | torch.mat | 10_hyperparameters.csv | _best.pt | _latest.pt | _epoch_log.csv | completed_folds.json | fold_state.csv | all_fold_metrics.csv | 11_calibration_ablation.csv | 12_main_result_table.csv | 13_statistical_tests.csv | window_predictions.csv | clip_predictions.csv | experiment_state.json | final_all_fold_metrics.csv | final_window_predictions.csv,"# WearKD-EEG: Full-Cap-to-Wearable Knowledge Distillation for Calibrated Clip-Level LOSO EEG Emotion Recognition on SEED-IV | ## Abstract | ## Anti-Leakage Rules (enforced throughout) | ## Section 1 — Imports, Configuration & Reproducibility | ## Section 2 — Dataset Loading with Full Metadata | ## Section 3 — Dataset EDA & Class Inspection | ## Section 4 — Channel Mapping & Wearable Subset | ## Section 5 — DE Feature Inspection & Fold-Safe Feature Selection | ## Section 6 — Normalisation & Class Balancing | ## Section 7 — LOSO Fold & Calibration Protocol | ## Section 8 — PyTorch Datasets & DataLoaders | ## Section 9 — Model Definitions | ### Teacher: `EEGTeacherTransformer` (62 channels → 4 classes) | ### Student: `WearableStudentTransformer` (6 channels → 4 classes) | ## Section 10 — Loss Functions | ## Section 11 — Hyperparameter Configuration | ## Section 12 — Training, Validation & Test Utilities | ## Section 13 — Main LOSO Training Loop | ## Section 14 — Calibration & Clip-Level Inference | ## Section 15 — Metrics & Statistical Tests | ## Section 16 — Paper-Ready Result Tables | ## Section 17 — Result Plots | ## Section 18 — Prediction & Ground-Truth Export | ## Section 19 — Anti-Leakage Audit | ## Section 20 — Final Paper-Ready Summary | ## Section 21 — Save Final Artifacts",ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
misc\CSE400C_PhaseBC_Master.ipynb,131.67 KB,46,31,15,False,0,"import os | import numpy | import scipy.io | import scipy.signal | import matplotlib | import matplotlib.pyplot | import seaborn | import pandas | from tqdm.auto import tqdm | import torch | import torch.nn | import torch.nn.functional | import torch.optim | from torch.utils.data import Dataset, DataLoader, Subset, WeightedRandomSampler | from sklearn.metrics import (accuracy_score, f1_score, precision_score, | from sklearn.manifold import TSNE | from sklearn.preprocessing import LabelEncoder | from sklearn.linear_model import LogisticRegression, SGDClassifier | from sklearn.svm import SVC | from sklearn.neighbors import KNeighborsClassifier | from sklearn.discriminant_analysis import LinearDiscriminantAnalysis, QuadraticDiscriminantAnalysis | from sklearn.ensemble import RandomForestClassifier, ExtraTreesClassifier |     from xgboost import XGBClassifier |     from scipy.stats import wilcoxon, friedmanchisquare |     from torch.utils.data import DataLoader |     import pickle |             import traceback | 
import json","set_global_seed, load_seed_iv_lds, apply_subject_zscore, __init__, mixup, channel_mask, add_noise, forward, _sinusoidal, forward_contrastive, get_features, __len__, __getitem__, make_loaders, weighted_sampler, train_contrastive_stage, train_supervised_stage, calibrate_subject, compute_metrics, evaluate_model_pb, run_distillation, loso_split, train_dance_fold, eval_dance, build_classical, init_weights, _embed, backward, predict, train_dann, _encode, train_clisa, train_dl_generic, build_dl_model, eval_dl, forward_proj, train_simclr, train_pseudo_label, train_mean_teacher, load_faced, load_deap, trial_de, cross_dataset_eval, build_ablation_teacher, run_ablation_distillation, get_embeddings, load_csv_safe, df_to_summary","EEGAugmentor, InformationSeparatedAttention, DiagonalTransformerBlock, DANCEEncoder, DANCEModel, SEEDDataset, PairedDataset, CrossSubjectContrastiveLoss, ShallowMLP, Conv1DEEG, Conv2DEEG, BiLSTMEEG, TCNBlock, TCNEEG, VanillaTransformerEEG, ConformerEEG, TransformerChanDropEEG, GradientReversalFn, DANNEEG, CLISAEEG, SimCLREEG, AblationDANCEEncoder, AblationModel, NoSubjCS",/seed_iv_X_62ch.npy | /seed_iv_X_6ch.npy | /seed_iv_y_4cls.npy | /seed_iv_subjects.npy | /seed_iv_session.npy | /eda_overview.png | eda_overview.png | torch.mat | /pretrain_loss.png | /teacher_pretrained.pt | /finetune_curves.png | /teacher_baseline.pt | /student_baseline.pt | /phaseB_confusion_matrices.png | /loso/dance_loso.csv | /classical_ml/all_classical.csv | /deep_models/all_dl.csv | /ssl_semisl/all_ssl.csv | /cross_dataset/cross_dataset_results.csv | /ablations/ablations.csv | /tsne_sixpanel.png | figures/tsne_sixpanel.png | /ablations/channel_ablation.csv | /channel_ablation.png | /ablations/calibration_shot_study.csv | /calibration_shot_study.png | /master_comparison.csv | /statistical/wilcoxon_results.csv | loso/dance_loso.csv | results/deep_models/all_dl.csv | tsne_sixpanel.png | /phaseC_results_report.json | phaseC_results_report.json,"# DANCE: Distilled Attention-based Neural Contrastive Encoder | ## CSE400C Capstone — Phase B Reproduction + Phase C Full Benchmark | ### A Lightweight Distilled Framework for Subject-Independent EEG-Based Emotion Recognition | ### Notebook Structure | ## Part 0 · Configuration & Imports | ## Part 1 · Data Loading & EDA | ## Part 2 · DANCE Architecture Library | ## Part 3 · Teacher Training (Phase B Reproduced) | ## Part 4 · Phase B Reproduction Check | ## Part 5 · LOSO-15 Harness | ## Part 6 · Classical ML Baselines (M01–M10) | ## Part 7 · Deep Learning Baselines (M11–M20) | ## Part 8 · SSL & Semi-supervised (M21–M24) | ## Part 9 · Cross-Dataset Evaluation (E03–E06) | ## Part 10 · Ablation Studies (A01–A16) | ## Part 11 · Visualisations (t-SNE × 6 panels, Channel ablation, Calibration curve) | ## Part 12 · Statistical Significance (E12 — Gap 7 fix) | ## 📊 FINAL REPORT CELL",ok,,LIKELY_EXCLUDE_OLD_MATERIAL
C\09_final_results_rebuild_verified.ipynb,130.38 KB,58,46,12,True,44,"import os | import json | import math | import warnings | from pathlib import Path | from datetime import datetime | 
import numpy | import pandas | import matplotlib.pyplot | import matplotlib |     from scipy import stats |         import re","log_audit, safe_numeric, compute_mean_std, standardize_model_id, standardize_channel_label, get_model_name, save_figure, save_table",,C:\Users\Saif\Desktop\CSE400\C | classical_ml_summary.csv | deep_models_master_summary.csv | M25_62ch_summary.csv | M26_6ch_summary.csv | dance_loso.csv | phaseB_reproduce_results.csv | ablations_partial_summary.csv | table_5_1_classical_main.csv | table_5_2_deep_main.csv | table_5_3_dance_loso_verified.csv | table_5_3b_dance_reproduction.csv | table_5_4_ablations.csv | table_5_5_proto_gain.csv | table_5_6_channel_efficiency.csv | table_5_7_per_class_top_models.csv | table_audit_sources.csv | output_contract.json | _summary.csv | results_audit.csv,# CSE400C Final Results Notebook - Verified Rebuild | ## CELL GROUP 1 — Imports and Style Configuration | ## CELL GROUP 2 — Root Path + Output Contract | ## CELL GROUP 3 — Load and Validate Inputs | ## CELL GROUP 4 — Data Standardization Helpers | ## CELL GROUP 5 — Audit and Recompute Official Benchmark Datasets | ## CELL GROUP 6 — Final Thesis-Ready Tables | ## CELL GROUP 7 — Required Chapter 5 Figures | ## CELL GROUP 8 — Optional Artifact Discovery | ## CELL GROUP 9 — Audit Outputs | ## CELL GROUP 10 — Final Summary,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
Journal\seed-iv-dataset-explore.ipynb,108.81 KB,6,6,0,True,6,"
from pathlib import Path | import os | from collections import Counter, defaultdict | import hashlib |     import pandas | import re | import numpy |         from scipy.io import whosmat |             import h5py |     from scipy.io import loadmat | import json | import pandas | from scipy.io import whosmat | import gc | from scipy.io import loadmat | from sklearn.model_selection import train_test_split","quick_file_signature, list_mat_files, parse_subject_date_session, inspect_mat_file, parse_subject_file, mat_var_shapes, get_trial_shape, load_mat_cached, load_one_trial, memory_cleanup, extract_trial_features, summarize_split",,eeg_feature_smooth/1/10_20151014.mat | eeg_raw_data/1/10_20151014.mat | eye_feature_smooth/1/10_20151014.mat | eye_raw_data/10_20151014_blink.mat | re.mat | \.mat | seed_iv_trial_index.csv | seed_iv_features_de_LDS_full.npz | seed_iv_splits.json | seed_iv_feature_metadata.csv | seed_iv_split_summary_preview.csv,,ok,,REVIEW_NOTEBOOK
C\Untitled.ipynb,96.18 KB,12,12,0,True,12,"import os | from pathlib import Path | from pprint import pprint | 
import numpy | 
from pathlib import Path | import pandas | import json","load_notebook, join_cells, extract_model_block, extract_model_lines, preview_text_file",,C:\Users\Saif\Desktop\CSE400\C | 02_deep_models.ipynb | 08_final_stats_and_figures.ipynb | 08_final_stats_and_figures_v2.ipynb | CSE400C_PhaseBC_Master.ipynb | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | deep_models_master_summary.csv | M25_62ch_summary.csv | M26_6ch_summary.csv | dance_loso.csv | phaseB_reproduce_results.csv | classical_ml_summary.csv | ablations_partial_summary.csv | table_5_1_classical_main.csv | table_5_2_deep_main.csv | table_5_3_dance_loso_verified.csv | table_5_3b_dance_reproduction.csv | table_5_4_ablations.csv | table_5_5_proto_gain.csv | table_5_6_channel_efficiency.csv | table_5_7_per_class_top_models.csv | table_audit_sources.csv | output_contract.json,,ok,,REVIEW_NOTEBOOK
C\00c_phaseB_reproduce.ipynb,79.49 KB,23,22,1,True,21,"import os | import numpy | import pandas | import matplotlib | import matplotlib.pyplot | 
import torch | import torch.nn | import torch.nn.functional | from torch.utils.data import DataLoader, TensorDataset | from torch.cuda.amp import autocast, GradScaler | from sklearn.metrics import accuracy_score, f1_score, confusion_matrix | from sklearn.linear_model import LogisticRegression","ckpt_exists, save_ckpt, load_ckpt, model_ckpt_path, save_model, load_model, set_seed, make_fixed_split, __init__, forward, encode, project, classify, build_teacher, build_student, augment, mixup, nt_xent_loss, make_loader, tensors_from_split, train_contrastive, train_supervised, train_distillation, evaluate_proto_a, evaluate_proto_b, get_features","InformationSeparatedAttention, TransformerBlock, DANCEEncoder, LabelSmoothCE",torch.backends.cuda.mat | 00c_phaseB_reproduce.ipynb | seed_iv_X_62ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | torch.mat | e00_teacher_pretrain_loss.png | e00_teacher_finetune.png | h17_teacher_pretrain_loss.png | h17_teacher_finetune.png | phaseB_reproduce_results.csv | 01_classical_ml.ipynb,# `00c_phaseB_reproduce.ipynb` — Phase B Reproduction + H17 Full-Epoch Run | ## ⛔ STOP GATE — This notebook is a mandatory gate. | ### What this notebook does: | ### Checkpoint system: | ### Architecture (Phase B frozen — DO NOT MODIFY):,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
C\00_eda_seediv.ipynb,71.10 KB,17,16,1,True,16,"import os | import numpy | import pandas | import matplotlib | import matplotlib.pyplot | import matplotlib.gridspec | from matplotlib.patches import Circle | import scipy.io | from scipy import stats | from sklearn.decomposition import PCA | from sklearn.manifold import TSNE | from sklearn.preprocessing import StandardScaler | import pathlib |     import scipy |     from sklearn import __version__ as skv; print(""Scikit-learn:"", skv) |     import torch |                 from scipy.stats import gaussian_kde","eda_done, mark_done, maybe_reshape",,C:\Users\Saif\Desktop\CSE400\C | torch.backends.cuda.mat | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | seed_iv_session.npy | eda01_class_distribution.png | eda02_subject_window_count.png | eda03_band_channel_distributions.png | eda04_intersubject_variability.png | seed_iv_X_62ch_norm.npy | eda05_normalisation_comparison.png | seed_iv_channel_correlation.npy | eda06_channel_correlation.png | eda07_pca.png | 05_ablations_and_viz.ipynb | seed_iv_tsne_raw_2000.npy | eda08_tsne_raw.png | eda09_session_effect.png | eda10_band_importance.png | eda11_channel_coverage.png | 00b_eda_faced.ipynb | 00c_phaseB_reproduce.ipynb,# `00_eda_seediv.ipynb` — Exploratory Data Analysis: SEED-IV Dataset,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
C\06-graph-former-v3.ipynb,67.30 KB,17,15,2,False,0,"
import os | import os | import glob | import numpy | import pandas | from pathlib import Path | from contextlib import nullcontext | 
import torch | import torch.nn | import torch.nn.functional | from torch.utils.data import Dataset, DataLoader, WeightedRandomSampler | from torch.amp import autocast, GradScaler | from sklearn.preprocessing import StandardScaler | from sklearn.metrics import accuracy_score, f1_score","run, sh, get_gpu_name, pip_show_version, amp_ctx, make_scaler, seed_cpu_only, ckpt_key, ckpt_path, teacher_pth, save_ckpt, load_ckpt, ckpt_complete, print_resume_banner, zscore_per_subject, forward, backward, __init__, _gcn, _make_mask, _encode, augment_sample, nt_xent_augmented, validate_class_targets_cpu, pretrain_epoch, finetune_epoch, evaluate, calibrate_and_eval, __len__, __getitem__, make_loader, get_loso_split, log_fold_error, distill_epoch, evaluate_student, calibrate_and_eval_student, aggregate_results","GradientReversalFn, GRL, AdaptiveAdjacency, BandGCN, DiagMaskedTransformer, EEGGraphFormer, GraphStudent, EEGDataset",torch.backends.cuda.mat | /seed_iv_prep_s1_zscore_subject.npy | /seed_iv_X_62ch.npy | /kaggle/input/prev-checkpoints/features/preprocessed/seed_iv_prep_s1_zscore_subject.npy | /seed_iv_y_4cls.npy | /seed_iv_labels.npy | /seed_iv_subjects.npy | /seed_iv_subj.npy | d:\n | _ERROR.json,# 06 — EEG-GraphFormer (M27) + Graph-Distilled Student (M28) — v3 | ## ✅ After This Notebook Completes — Download Instructions,ok,,REVIEW_NOTEBOOK
C\00b_eda_faced.ipynb,48.52 KB,13,12,1,True,12,import os | import numpy | import pandas | import matplotlib | import matplotlib.pyplot | from scipy import stats | from sklearn.decomposition import PCA | from sklearn.manifold import TSNE | import pathlib |     import torch,"eda_done, mark_done, compute_mmd, rbf_kernel",,torch.backends.cuda.mat | faced_X_32ch.npy | faced_y_4cls.npy | faced_subjects.npy | faced_clips.npy | seed_iv_y_4cls.npy | faced01_class_distribution.png | y:\n | faced02_channel_layout.png | cross_dataset_channel_map.json | features/cross_dataset_channel_map.json | seed_iv_X_62ch.npy | faced03_band_alignment.png | seed_iv_subjects.npy | faced04_subject_variability.png | faced05_pca_domain_gap.png | mmd_faced_seediv.json | faced06_mmd.png | faced07_clip_distribution.png | 00c_phaseB_reproduce.ipynb,# `00b_eda_faced.ipynb` — Exploratory Data Analysis: FACED Dataset,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
C\dataset.ipynb,21.51 KB,2,2,0,True,2,"import os | from pathlib import Path | 
import os",,,C:\Users\Saif\Desktop\CSE400\C | .pkl.pkl,,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
C\knowledge-distillation.ipynb,16.50 KB,1,1,0,False,0,"
import os | import numpy | import pandas | from pathlib import Path | from sklearn.metrics import f1_score, accuracy_score | from sklearn.model_selection import train_test_split | import torch | import torch.nn | import torch.nn.functional | from torch.utils.data import DataLoader, TensorDataset, WeightedRandomSampler | from torch.cuda.amp import autocast, GradScaler","set_seed, weight_path, ck_path, ck_save, loso_split, make_loader, __init__, forward, project, nt_xent_loss, evaluate, proto_b_calibrate",CLISA,torch.backends.cuda.mat | _best.pt | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | _summary.csv,,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT
final organization.ipynb,617.00 B,11,11,0,True,1,"
from pathlib import Path | from datetime import datetime | import os | import json | import csv | import zipfile | import hashlib | from collections import Counter, defaultdict |     import nbformat","human_size, file_hash_sha256, safe_relative, classify_file, should_skip_dir, notebook_summary, build_tree_text, walk_dir, md_table",,C:\Users\Saif\Desktop\CSE400 | cell01_project_inventory.csv | cell01_project_inventory.json | cell01_summary.json,,ok,,LIKELY_EXCLUDE_OLD_MATERIAL
